CaseID,Prefix length,Ground truth,Predicted,Confidence,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE 
1155,2,ª,§,64.0,0.0,0.0,0.0,71292,58000.196481606676,,13291.803518393324,13291.803518393324
1157,2,§,§,68.0,1.0,1.0,1.0,143966,54561.36334579614,,89404.63665420386,89404.63665420386
1158,2,©,©,91.0,1.0,1.0,1.0,8152,14996.004087028172,,6844.004087028172,6844.004087028172
1160,2,§,§,62.0,1.0,1.0,1.0,25458,38594.58776110737,,13136.587761107367,13136.587761107367
1161,2,§,§,63.0,1.0,1.0,1.0,8094,52182.39993081668,,44088.39993081668,44088.39993081668
1162,2,§,§,61.0,1.0,1.0,1.0,363227,43877.65983271245,,319349.34016728756,319349.34016728756
1165,2,§,§,62.0,1.0,1.0,1.0,23,34907.60585968507,,34884.60585968507,34884.60585968507
1166,2,§,§,63.0,1.0,1.0,1.0,63,35872.500331690346,,35809.500331690346,35809.500331690346
1167,2,ª,§,63.0,0.0,0.0,0.0,112199,29533.223037603988,,82665.77696239602,82665.77696239602
1168,2,©,©,87.0,1.0,1.0,1.0,1642092,145498.08356656108,,1496593.916433439,1496593.916433439
1170,2,§,§,63.0,1.0,1.0,1.0,107614,29829.531985644822,,77784.46801435518,77784.46801435518
1171,2,§,§,63.0,1.0,1.0,1.0,558,32684.814187414137,,32126.814187414137,32126.814187414137
1172,2,ª,§,66.0,0.0,0.0,0.0,322456,64939.5872365811,,257516.4127634189,257516.4127634189
1173,2,ª,§,65.0,0.0,0.0,0.0,63478,62050.59227855255,,1427.4077214474528,1427.4077214474528
1174,2,§,§,62.0,1.0,1.0,1.0,26417,35042.22746072588,,8625.22746072588,8625.22746072588
1175,2,§,§,67.0,1.0,1.0,1.0,5693,47221.976567689526,,41528.976567689526,41528.976567689526
1177,2,§,§,63.0,1.0,1.0,1.0,94999,30070.54660781401,,64928.45339218599,64928.45339218599
1178,2,§,§,63.0,1.0,1.0,1.0,145,31848.8151449288,,31703.8151449288,31703.8151449288
1180,2,ª,§,78.0,0.0,0.0,0.0,10,59254.48575382297,,59244.48575382297,59244.48575382297
1181,2,§,§,63.0,1.0,1.0,1.0,8581,29583.29089627519,,21002.29089627519,21002.29089627519
1182,2,§,§,60.0,1.0,1.0,1.0,1205432,43745.95474493804,,1161686.045255062,1161686.045255062
1183,2,ª,§,60.0,0.0,0.0,0.0,12,41425.60444678853,,41413.60444678853,41413.60444678853
1184,2,§,§,66.0,1.0,1.0,1.0,85,55289.59282317606,,55204.59282317606,55204.59282317606
1185,2,§,§,61.0,1.0,1.0,1.0,537,42838.75569377804,,42301.75569377804,42301.75569377804
1186,2,§,§,70.0,1.0,1.0,1.0,536,54375.05848972753,,53839.05848972753,53839.05848972753
1187,2,§,§,63.0,1.0,1.0,1.0,23281,31877.923707292288,,8596.923707292288,8596.923707292288
1188,2,§,§,66.0,1.0,1.0,1.0,62012,55609.66129739569,,6402.338702604313,6402.338702604313
1189,2,ª,§,60.0,0.0,0.0,0.0,875,43617.96758301938,,42742.96758301938,42742.96758301938
1190,2,§,§,63.0,1.0,1.0,1.0,4257,29945.048539114083,,25688.048539114083,25688.048539114083
1191,2,ª,§,65.0,0.0,0.0,0.0,28,33680.530044768,,33652.530044768,33652.530044768
1194,2,©,©,90.0,1.0,1.0,1.0,2288,16257.161936554487,,13969.161936554487,13969.161936554487
1195,2,§,§,65.0,1.0,1.0,1.0,599523,56772.9729553496,,542750.0270446504,542750.0270446504
1196,2,§,§,71.0,1.0,1.0,1.0,53,49706.69187372588,,49653.69187372588,49653.69187372588
1197,2,©,©,90.0,1.0,1.0,1.0,87887,18215.599023538936,,69671.40097646107,69671.40097646107
1198,2,§,,87.0,0.0,0.0,0.0,1,3583.1636146618953,,3582.1636146618953,3582.1636146618953
1199,2,§,§,65.0,1.0,1.0,1.0,4815,37786.34273656977,,32971.34273656977,32971.34273656977
1200,2,§,§,62.0,1.0,1.0,1.0,378593,42859.16185825937,,335733.83814174065,335733.83814174065
1201,2,§,§,63.0,1.0,1.0,1.0,24200,31730.18722493613,,7530.1872249361295,7530.1872249361295
1202,2,©,©,90.0,1.0,1.0,1.0,60050,16809.699774784553,,43240.30022521545,43240.30022521545
1203,2,§,§,75.0,1.0,1.0,1.0,385,46596.53846897755,,46211.53846897755,46211.53846897755
1204,2,ª,§,76.0,0.0,0.0,0.0,756,50797.03412971959,,50041.03412971959,50041.03412971959
1205,2,§,§,63.0,1.0,1.0,1.0,28,29397.99173443637,,29369.99173443637,29369.99173443637
1206,2,§,§,60.0,1.0,1.0,1.0,95428,41331.474609674646,,54096.525390325354,54096.525390325354
1207,2,ª,§,69.0,0.0,0.0,0.0,931,54110.535764937,,53179.535764937,53179.535764937
1208,2,§,§,60.0,1.0,1.0,1.0,29137,43551.478623252384,,14414.478623252384,14414.478623252384
1209,2,§,§,64.0,1.0,1.0,1.0,7757,35924.356440413896,,28167.356440413896,28167.356440413896
1211,2,©,©,88.0,1.0,1.0,1.0,11,13482.894690583698,,13471.894690583698,13471.894690583698
1212,2,§,§,60.0,1.0,1.0,1.0,59192,41334.017130399334,,17857.982869600666,17857.982869600666
1213,2,§,§,70.0,1.0,1.0,1.0,90960,55640.818961752375,,35319.181038247625,35319.181038247625
1214,2,©,§,62.0,0.0,0.0,0.0,345,32247.27119877163,,31902.27119877163,31902.27119877163
1215,2,§,§,62.0,1.0,1.0,1.0,95466,32708.388288719307,,62757.6117112807,62757.6117112807
1216,2,§,§,65.0,1.0,1.0,1.0,285151,42543.421012022314,,242607.5789879777,242607.5789879777
1217,2,§,§,61.0,1.0,1.0,1.0,1632492,35940.97239476671,,1596551.0276052332,1596551.0276052332
1218,2,ª,§,77.0,0.0,0.0,0.0,236,47120.533447848386,,46884.533447848386,46884.533447848386
1219,2,§,§,65.0,1.0,1.0,1.0,670685,39284.173437707606,,631400.8265622924,631400.8265622924
1220,2,§,§,60.0,1.0,1.0,1.0,100,40526.224668265146,,40426.224668265146,40426.224668265146
1222,2,§,§,62.0,1.0,1.0,1.0,496060,59895.38954411243,,436164.61045588757,436164.61045588757
1223,2,§,§,62.0,1.0,1.0,1.0,16199,32898.66249420112,,16699.66249420112,16699.66249420112
1224,2,§,§,61.0,1.0,1.0,1.0,78044,40860.58657172566,,37183.41342827434,37183.41342827434
1226,2,§,,87.0,0.0,0.0,0.0,0,0.0,,0.0,0.0
1227,2,ª,§,61.0,0.0,0.0,0.0,1053656,49333.406460778024,,1004322.593539222,1004322.593539222
1228,2,§,§,61.0,1.0,1.0,1.0,54,33862.25270650213,,33808.25270650213,33808.25270650213
1229,2,§,§,61.0,1.0,1.0,1.0,585696,36995.40508116797,,548700.5949188321,548700.5949188321
1230,2,§,§,62.0,1.0,1.0,1.0,3798910,31125.45385617996,,3767784.54614382,3767784.54614382
1231,2,§,§,63.0,1.0,1.0,1.0,9,33253.19799535233,,33244.19799535233,33244.19799535233
1232,2,§,§,62.0,1.0,1.0,1.0,13,41266.78018554893,,41253.78018554893,41253.78018554893
1233,2,§,§,63.0,1.0,1.0,1.0,25576,31864.969108494806,,6288.969108494806,6288.969108494806
1234,2,ª,§,64.0,0.0,0.0,0.0,336565,46556.596694082546,,290008.40330591745,290008.40330591745
1236,2,ª,§,64.0,0.0,0.0,0.0,1234962,65405.19852261816,,1169556.801477382,1169556.801477382
1237,2,§,§,62.0,1.0,1.0,1.0,498,35015.02971739899,,34517.02971739899,34517.02971739899
1240,2,§,§,62.0,1.0,1.0,1.0,538414,35266.46584602438,,503147.5341539756,503147.5341539756
1241,2,§,§,61.0,1.0,1.0,1.0,347652,50165.76929006377,,297486.23070993624,297486.23070993624
1242,2,§,§,75.0,1.0,1.0,1.0,35,56077.39711249318,,56042.39711249318,56042.39711249318
1243,2,§,§,60.0,1.0,1.0,1.0,1044460,40269.06236811889,,1004190.9376318811,1004190.9376318811
1244,2,§,§,65.0,1.0,1.0,1.0,200,52550.05974166665,,52350.05974166665,52350.05974166665
1245,2,ª,§,64.0,0.0,0.0,0.0,12,46951.71510020026,,46939.71510020026,46939.71510020026
1247,2,ª,§,62.0,0.0,0.0,0.0,40,43391.88123457364,,43351.88123457364,43351.88123457364
1248,2,ª,§,67.0,0.0,0.0,0.0,795486,47197.55391187797,,748288.446088122,748288.446088122
1251,2,ª,§,62.0,0.0,0.0,0.0,5556,45510.30698814811,,39954.30698814811,39954.30698814811
1252,2,§,§,60.0,1.0,1.0,1.0,360053,43231.90042496978,,316821.0995750302,316821.0995750302
1253,2,§,§,73.0,1.0,1.0,1.0,424,49321.57383960565,,48897.57383960565,48897.57383960565
1255,2,ª,§,65.0,0.0,0.0,0.0,1285,48832.0458876664,,47547.0458876664,47547.0458876664
1256,2,ª,§,64.0,0.0,0.0,0.0,4135,42418.46978955984,,38283.46978955984,38283.46978955984
1257,2,§,§,62.0,1.0,1.0,1.0,79,33461.93926112866,,33382.93926112866,33382.93926112866
1258,2,§,§,60.0,1.0,1.0,1.0,339942,43365.42833353569,,296576.5716664643,296576.5716664643
1259,2,§,,88.0,0.0,0.0,0.0,1,975.5815445940228,,974.5815445940228,974.5815445940228
1260,2,§,§,62.0,1.0,1.0,1.0,254282,30486.45774213263,,223795.54225786738,223795.54225786738
1262,2,§,§,64.0,1.0,1.0,1.0,606758,29063.22755328394,,577694.7724467161,577694.7724467161
1263,2,§,§,63.0,1.0,1.0,1.0,11218,32042.56213829786,,20824.56213829786,20824.56213829786
1264,2,ª,§,62.0,0.0,0.0,0.0,16457,35521.18305207446,,19064.183052074462,19064.183052074462
1265,2,©,©,92.0,1.0,1.0,1.0,260,17636.146293484115,,17376.146293484115,17376.146293484115
1266,2,§,§,61.0,1.0,1.0,1.0,20,40254.23780661289,,40234.23780661289,40234.23780661289
1267,2,§,§,64.0,1.0,1.0,1.0,1396,47401.929836138115,,46005.929836138115,46005.929836138115
1270,2,ª,§,62.0,0.0,0.0,0.0,91,34987.12484531679,,34896.12484531679,34896.12484531679
1273,2,§,§,64.0,1.0,1.0,1.0,5545,64096.72747377192,,58551.72747377192,58551.72747377192
1274,2,§,§,61.0,1.0,1.0,1.0,3625,38657.71707358797,,35032.71707358797,35032.71707358797
1276,2,©,©,90.0,1.0,1.0,1.0,5,18810.94800801338,,18805.94800801338,18805.94800801338
1277,2,§,§,63.0,1.0,1.0,1.0,594675,44410.43577932714,,550264.5642206728,550264.5642206728
1278,2,§,§,62.0,1.0,1.0,1.0,8,39628.912848501765,,39620.912848501765,39620.912848501765
1279,2,©,©,90.0,1.0,1.0,1.0,314608,19355.5361476364,,295252.4638523636,295252.4638523636
1280,2,§,§,65.0,1.0,1.0,1.0,564,60149.3399083123,,59585.3399083123,59585.3399083123
1281,2,§,§,62.0,1.0,1.0,1.0,3478,38383.48311389103,,34905.48311389103,34905.48311389103
1282,2,¢,©,86.0,0.0,0.0,0.0,73302,20242.717169431875,,53059.282830568125,53059.282830568125
1283,2,§,§,66.0,1.0,1.0,1.0,11,56999.99585654684,,56988.99585654684,56988.99585654684
1284,2,©,©,85.0,1.0,1.0,1.0,9,21379.80692174125,,21370.80692174125,21370.80692174125
1285,2,§,§,63.0,1.0,1.0,1.0,16,29950.944421536227,,29934.944421536227,29934.944421536227
1286,2,§,§,63.0,1.0,1.0,1.0,15663,29933.772192562563,,14270.772192562563,14270.772192562563
1287,2,§,§,63.0,1.0,1.0,1.0,10447,44316.758504616664,,33869.758504616664,33869.758504616664
1288,2,©,,92.0,0.0,0.0,0.0,120,14344.60964880421,,14224.60964880421,14224.60964880421
1289,2,§,§,59.0,1.0,1.0,1.0,8,46185.60866389086,,46177.60866389086,46177.60866389086
1290,2,§,§,60.0,1.0,1.0,1.0,211,40300.861162547066,,40089.861162547066,40089.861162547066
1291,2,§,§,65.0,1.0,1.0,1.0,226,39366.1375174355,,39140.1375174355,39140.1375174355
1293,2,§,§,66.0,1.0,1.0,1.0,5576,34790.33876969708,,29214.338769697082,29214.338769697082
1294,2,§,§,65.0,1.0,1.0,1.0,20534,51559.41949737876,,31025.41949737876,31025.41949737876
1295,2,§,§,60.0,1.0,1.0,1.0,61331,41062.14026655346,,20268.859733446538,20268.859733446538
1296,2,§,§,64.0,1.0,1.0,1.0,251605,36820.60913844152,,214784.3908615585,214784.3908615585
1297,2,©,§,67.0,0.0,0.0,0.0,3269978,49159.08822281072,,3220818.9117771895,3220818.9117771895
1298,2,§,§,63.0,1.0,1.0,1.0,8,47523.79483443293,,47515.79483443293,47515.79483443293
1300,2,§,§,67.0,1.0,1.0,1.0,470,63970.99683828135,,63500.99683828135,63500.99683828135
1302,2,ª,§,63.0,0.0,0.0,0.0,6150,32196.628208712762,,26046.628208712762,26046.628208712762
1306,2,§,§,60.0,1.0,1.0,1.0,71330,39971.47115993507,,31358.52884006493,31358.52884006493
1307,2,ª,§,64.0,0.0,0.0,0.0,1037167,62181.986229674614,,974985.0137703253,974985.0137703253
1308,2,§,§,61.0,1.0,1.0,1.0,87528,34063.04584506866,,53464.95415493134,53464.95415493134
1310,2,ª,§,62.0,0.0,0.0,0.0,14,35350.87501984845,,35336.87501984845,35336.87501984845
1311,2,§,§,63.0,1.0,1.0,1.0,4236,32057.342700681304,,27821.342700681304,27821.342700681304
1312,2,§,§,64.0,1.0,1.0,1.0,383,29140.103448767986,,28757.103448767986,28757.103448767986
1313,2,§,§,63.0,1.0,1.0,1.0,1372680,29708.301831832563,,1342971.6981681674,1342971.6981681674
1316,2,§,§,62.0,1.0,1.0,1.0,834,34883.10777680628,,34049.10777680628,34049.10777680628
1320,2,§,§,61.0,1.0,1.0,1.0,419496,36500.89894279126,,382995.1010572087,382995.1010572087
1321,2,ª,§,62.0,0.0,0.0,0.0,413045,36081.889013127104,,376963.1109868729,376963.1109868729
1322,2,ª,§,60.0,0.0,0.0,0.0,20,43845.95532211832,,43825.95532211832,43825.95532211832
1324,2,§,§,61.0,1.0,1.0,1.0,498628,37011.247908081634,,461616.7520919184,461616.7520919184
1326,2,§,§,63.0,1.0,1.0,1.0,356809,29552.507224460212,,327256.4927755398,327256.4927755398
1327,2,§,©,57.0,0.0,0.0,0.0,699297,52393.34429551515,,646903.6557044849,646903.6557044849
1328,2,ª,§,65.0,0.0,0.0,0.0,89467,33724.38459877578,,55742.61540122422,55742.61540122422
1329,2,§,§,61.0,1.0,1.0,1.0,24762,48226.83795694554,,23464.837956945543,23464.837956945543
1330,2,§,,89.0,0.0,0.0,0.0,0,6731.468972855651,,6731.468972855651,6731.468972855651
1331,2,§,§,60.0,1.0,1.0,1.0,430274,43797.13515285095,,386476.86484714906,386476.86484714906
1332,2,§,§,66.0,1.0,1.0,1.0,1318158,41131.39802824685,,1277026.6019717532,1277026.6019717532
1333,2,ª,§,63.0,0.0,0.0,0.0,10533,56946.266642320305,,46413.266642320305,46413.266642320305
1334,2,©,©,89.0,1.0,1.0,1.0,237695,20278.60473946304,,217416.39526053696,217416.39526053696
1335,2,§,§,60.0,1.0,1.0,1.0,18055,39718.513918787125,,21663.513918787125,21663.513918787125
1336,2,§,§,62.0,1.0,1.0,1.0,174219,32817.05355024812,,141401.94644975188,141401.94644975188
1337,2,§,§,75.0,1.0,1.0,1.0,46,44294.919225857884,,44248.919225857884,44248.919225857884
1339,2,©,©,88.0,1.0,1.0,1.0,345722,22916.17928283855,,322805.82071716146,322805.82071716146
1340,2,§,§,62.0,1.0,1.0,1.0,7,33240.576532768464,,33233.576532768464,33233.576532768464
1341,2,§,§,62.0,1.0,1.0,1.0,63,36522.91736083473,,36459.91736083473,36459.91736083473
1342,2,§,,87.0,0.0,0.0,0.0,1,7446.694352425217,,7445.694352425217,7445.694352425217
1343,2,ª,§,62.0,0.0,0.0,0.0,71839,41633.50658644188,,30205.49341355812,30205.49341355812
1344,2,§,§,62.0,1.0,1.0,1.0,7592,32361.19749824003,,24769.19749824003,24769.19749824003
1345,2,ª,§,61.0,0.0,0.0,0.0,595830,37257.26271624956,,558572.7372837504,558572.7372837504
1346,2,ª,§,64.0,0.0,0.0,0.0,146578,36810.897903535115,,109767.10209646489,109767.10209646489
1347,2,§,§,63.0,1.0,1.0,1.0,177076,29704.046488122767,,147371.95351187722,147371.95351187722
1348,2,§,§,61.0,1.0,1.0,1.0,27527,38884.790259496694,,11357.790259496694,11357.790259496694
1349,2,ª,§,66.0,0.0,0.0,0.0,436028,64544.827109032754,,371483.1728909672,371483.1728909672
1350,2,ª,§,68.0,0.0,0.0,0.0,25610,55545.234010799766,,29935.234010799766,29935.234010799766
1351,2,©,©,87.0,1.0,1.0,1.0,610032,18546.318428210932,,591485.6815717891,591485.6815717891
1352,2,§,§,64.0,1.0,1.0,1.0,6,43367.738287469736,,43361.738287469736,43361.738287469736
1353,2,ª,§,63.0,0.0,0.0,0.0,1489269,29392.73383929125,,1459876.2661607089,1459876.2661607089
1354,2,ª,§,63.0,0.0,0.0,0.0,341530,45076.25564415965,,296453.7443558404,296453.7443558404
1355,2,§,§,60.0,1.0,1.0,1.0,94034,40753.98298336791,,53280.01701663209,53280.01701663209
1356,2,§,§,62.0,1.0,1.0,1.0,194510,34957.26515507542,,159552.7348449246,159552.7348449246
1357,2,§,§,62.0,1.0,1.0,1.0,23,30874.599144531167,,30851.599144531167,30851.599144531167
1360,2,§,§,60.0,1.0,1.0,1.0,10867,44210.23662891509,,33343.23662891509,33343.23662891509
1361,2,§,§,61.0,1.0,1.0,1.0,3599,36185.88408207633,,32586.88408207633,32586.88408207633
1362,2,§,§,61.0,1.0,1.0,1.0,69055,36949.43228368869,,32105.567716311307,32105.567716311307
1363,2,§,§,63.0,1.0,1.0,1.0,455159,47293.358858443346,,407865.64114155667,407865.64114155667
1365,2,§,§,64.0,1.0,1.0,1.0,4637,27835.161758109418,,23198.161758109418,23198.161758109418
1367,2,§,§,66.0,1.0,1.0,1.0,57,57296.05966661916,,57239.05966661916,57239.05966661916
1369,2,¢,©,86.0,0.0,0.0,0.0,1,18030.598427174587,,18029.598427174587,18029.598427174587
1370,2,§,§,60.0,1.0,1.0,1.0,939887,41227.73410707733,,898659.2658929226,898659.2658929226
1372,2,§,§,61.0,1.0,1.0,1.0,288183,48154.3745448947,,240028.6254551053,240028.6254551053
1373,2,©,©,91.0,1.0,1.0,1.0,244,9477.803847292638,,9233.803847292638,9233.803847292638
1374,2,ª,§,62.0,0.0,0.0,0.0,1123855,40289.85823911427,,1083565.1417608857,1083565.1417608857
1376,2,§,§,65.0,1.0,1.0,1.0,2086,56721.22998722691,,54635.22998722691,54635.22998722691
1377,2,ª,§,65.0,0.0,0.0,0.0,165,46424.31961771494,,46259.31961771494,46259.31961771494
1378,2,§,§,64.0,1.0,1.0,1.0,3225104,43398.33339161664,,3181705.6666083834,3181705.6666083834
1379,2,§,§,60.0,1.0,1.0,1.0,8195,50652.89300423493,,42457.89300423493,42457.89300423493
1380,2,ª,§,60.0,0.0,0.0,0.0,9162,40032.956790908866,,30870.956790908866,30870.956790908866
1381,2,©,©,90.0,1.0,1.0,1.0,11,4358.809217880568,,4347.809217880568,4347.809217880568
1382,2,§,§,63.0,1.0,1.0,1.0,34,44750.23157442299,,44716.23157442299,44716.23157442299
1383,2,§,§,63.0,1.0,1.0,1.0,11,50558.76630991551,,50547.76630991551,50547.76630991551
1385,2,©,©,91.0,1.0,1.0,1.0,9,13953.129027283321,,13944.129027283321,13944.129027283321
1389,2,§,§,62.0,1.0,1.0,1.0,1331,35223.83069627022,,33892.83069627022,33892.83069627022
1390,2,ª,§,63.0,0.0,0.0,0.0,9563,30077.140190608072,,20514.140190608072,20514.140190608072
1391,2,©,©,93.0,1.0,1.0,1.0,585291,11361.940558859644,,573929.0594411404,573929.0594411404
1392,2,§,§,64.0,1.0,1.0,1.0,1194335,55428.347198942414,,1138906.6528010576,1138906.6528010576
1394,2,§,§,61.0,1.0,1.0,1.0,7,48775.28073398369,,48768.28073398369,48768.28073398369
1395,2,©,©,90.0,1.0,1.0,1.0,324853,19677.03930753071,,305175.96069246926,305175.96069246926
1399,2,§,§,60.0,1.0,1.0,1.0,6,43732.32444532991,,43726.32444532991,43726.32444532991
1400,2,§,§,62.0,1.0,1.0,1.0,6,32434.157471816834,,32428.157471816834,32428.157471816834
1401,2,ª,§,61.0,0.0,0.0,0.0,1031,36007.734777652426,,34976.734777652426,34976.734777652426
1402,2,©,©,87.0,1.0,1.0,1.0,1474817,23027.90562617929,,1451789.0943738208,1451789.0943738208
1403,2,©,©,89.0,1.0,1.0,1.0,25,6630.751052838027,,6605.751052838027,6605.751052838027
1404,2,§,§,64.0,1.0,1.0,1.0,974,42838.793407311656,,41864.793407311656,41864.793407311656
1405,2,§,§,63.0,1.0,1.0,1.0,422532,40015.31942835392,,382516.6805716461,382516.6805716461
1406,2,§,§,64.0,1.0,1.0,1.0,82305,43604.846416115084,,38700.153583884916,38700.153583884916
1408,2,§,§,62.0,1.0,1.0,1.0,1548594,56325.703017828346,,1492268.2969821717,1492268.2969821717
1410,2,§,§,60.0,1.0,1.0,1.0,11,43877.75097375202,,43866.75097375202,43866.75097375202
1411,2,ª,§,65.0,0.0,0.0,0.0,234233,36319.95883687969,,197913.0411631203,197913.0411631203
1412,2,§,§,63.0,1.0,1.0,1.0,81,30633.87994504198,,30552.87994504198,30552.87994504198
1413,2,©,§,64.0,0.0,0.0,0.0,170,29061.75672547287,,28891.75672547287,28891.75672547287
1414,2,ª,§,64.0,0.0,0.0,0.0,1202,50272.53316093939,,49070.53316093939,49070.53316093939
1415,2,§,§,61.0,1.0,1.0,1.0,420727,36120.91623483189,,384606.0837651681,384606.0837651681
1416,2,§,§,60.0,1.0,1.0,1.0,335831,40386.188032355814,,295444.8119676442,295444.8119676442
1417,2,§,§,65.0,1.0,1.0,1.0,2942147,48230.88587622045,,2893916.1141237793,2893916.1141237793
1418,2,§,§,66.0,1.0,1.0,1.0,155738,49584.46231127277,,106153.53768872723,106153.53768872723
1419,2,ª,§,65.0,0.0,0.0,0.0,253144,51468.61159401765,,201675.38840598235,201675.38840598235
1421,2,§,§,66.0,1.0,1.0,1.0,20,45857.827772046534,,45837.827772046534,45837.827772046534
1422,2,©,©,89.0,1.0,1.0,1.0,15,4712.484379046138,,4697.484379046138,4697.484379046138
1423,2,ª,§,63.0,0.0,0.0,0.0,3521,31722.99336839866,,28201.99336839866,28201.99336839866
1424,2,§,§,70.0,1.0,1.0,1.0,1566776,55850.28621305084,,1510925.7137869492,1510925.7137869492
1425,2,§,§,62.0,1.0,1.0,1.0,84,36122.591344283384,,36038.591344283384,36038.591344283384
1426,2,§,§,60.0,1.0,1.0,1.0,22,43181.32343359475,,43159.32343359475,43159.32343359475
1427,2,§,§,63.0,1.0,1.0,1.0,614965,30077.875604513607,,584887.1243954864,584887.1243954864
1428,2,ª,§,59.0,0.0,0.0,0.0,29,45404.121391454624,,45375.121391454624,45375.121391454624
1429,2,ª,§,65.0,0.0,0.0,0.0,916,45696.4955608214,,44780.4955608214,44780.4955608214
1430,2,§,§,75.0,1.0,1.0,1.0,96549,44604.60076436045,,51944.39923563955,51944.39923563955
1431,2,©,§,61.0,0.0,0.0,0.0,32,33816.977609394766,,33784.977609394766,33784.977609394766
1434,2,§,§,69.0,1.0,1.0,1.0,10335,57895.654566419995,,47560.654566419995,47560.654566419995
1436,2,ª,§,60.0,0.0,0.0,0.0,579460,40800.226061171445,,538659.7739388286,538659.7739388286
1437,2,§,§,61.0,1.0,1.0,1.0,2239993,48352.06260252675,,2191640.937397473,2191640.937397473
1438,2,§,§,62.0,1.0,1.0,1.0,64710,45232.8485213269,,19477.1514786731,19477.1514786731
1439,2,§,§,59.0,1.0,1.0,1.0,296,44426.77831056123,,44130.77831056123,44130.77831056123
1440,2,§,§,64.0,1.0,1.0,1.0,63,42247.548912412545,,42184.548912412545,42184.548912412545
1442,2,¢,©,91.0,0.0,0.0,0.0,1,18322.032900995408,,18321.032900995408,18321.032900995408
1444,2,§,§,62.0,1.0,1.0,1.0,1023,33692.90322658889,,32669.90322658889,32669.90322658889
1446,2,¢,©,91.0,0.0,0.0,0.0,56690,16402.06518969766,,40287.93481030234,40287.93481030234
1447,2,§,§,62.0,1.0,1.0,1.0,188128,35516.99370704849,,152611.00629295153,152611.00629295153
1448,2,ª,§,63.0,0.0,0.0,0.0,242,46116.68718120556,,45874.68718120556,45874.68718120556
1452,2,§,§,63.0,1.0,1.0,1.0,43,32338.6636619038,,32295.6636619038,32295.6636619038
1453,2,§,§,63.0,1.0,1.0,1.0,3529,30298.462062640185,,26769.462062640185,26769.462062640185
1454,2,§,§,61.0,1.0,1.0,1.0,5878,54765.17985264097,,48887.17985264097,48887.17985264097
1455,2,§,§,62.0,1.0,1.0,1.0,9999,38440.12255579502,,28441.122555795017,28441.122555795017
1456,2,©,§,62.0,0.0,0.0,0.0,37,31030.75831606182,,30993.75831606182,30993.75831606182
1459,2,§,§,62.0,1.0,1.0,1.0,4802,43731.598459807785,,38929.598459807785,38929.598459807785
1461,2,§,§,61.0,1.0,1.0,1.0,81764,45896.23272044664,,35867.76727955336,35867.76727955336
1462,2,ª,§,62.0,0.0,0.0,0.0,1292866,43297.93682233337,,1249568.0631776666,1249568.0631776666
1463,2,©,©,88.0,1.0,1.0,1.0,5434,3386.4930367388947,,2047.5069632611053,2047.5069632611053
1466,2,§,§,63.0,1.0,1.0,1.0,86564,47780.3348612745,,38783.6651387255,38783.6651387255
1467,2,§,§,61.0,1.0,1.0,1.0,4535,40258.5214354729,,35723.5214354729,35723.5214354729
1468,2,©,©,78.0,1.0,1.0,1.0,7,25143.394438323332,,25136.394438323332,25136.394438323332
1469,2,§,§,71.0,1.0,1.0,1.0,2093881,51813.50185894628,,2042067.4981410538,2042067.4981410538
1470,2,§,§,63.0,1.0,1.0,1.0,65,63498.02512760002,,63433.02512760002,63433.02512760002
1472,2,ª,§,66.0,0.0,0.0,0.0,7,43648.515545249255,,43641.515545249255,43641.515545249255
1473,2,§,,85.0,0.0,0.0,0.0,0,4192.842956212228,,4192.842956212228,4192.842956212228
1474,2,§,§,61.0,1.0,1.0,1.0,90,35778.72877314582,,35688.72877314582,35688.72877314582
1475,2,ª,§,62.0,0.0,0.0,0.0,504818,35900.097209914675,,468917.9027900853,468917.9027900853
1476,2,ª,§,63.0,0.0,0.0,0.0,146,39498.33288114693,,39352.33288114693,39352.33288114693
1477,2,§,§,66.0,1.0,1.0,1.0,4507,41789.012056723164,,37282.012056723164,37282.012056723164
1479,2,§,§,65.0,1.0,1.0,1.0,56,39683.03805483128,,39627.03805483128,39627.03805483128
1480,2,§,§,60.0,1.0,1.0,1.0,328386,40852.28016594649,,287533.71983405354,287533.71983405354
1481,2,§,§,64.0,1.0,1.0,1.0,85,51580.52021943754,,51495.52021943754,51495.52021943754
1482,2,§,§,61.0,1.0,1.0,1.0,67961,37267.09337734576,,30693.90662265424,30693.90662265424
1483,2,§,§,64.0,1.0,1.0,1.0,87663,39163.72269692344,,48499.27730307656,48499.27730307656
1485,2,§,§,76.0,1.0,1.0,1.0,6,46954.39276108707,,46948.39276108707,46948.39276108707
1486,2,§,§,65.0,1.0,1.0,1.0,1875,39677.902728670415,,37802.902728670415,37802.902728670415
1488,2,§,§,62.0,1.0,1.0,1.0,7740,36064.226508216416,,28324.226508216416,28324.226508216416
1489,2,§,§,61.0,1.0,1.0,1.0,1587,36519.69285371046,,34932.69285371046,34932.69285371046
1491,2,ª,§,60.0,0.0,0.0,0.0,30,40614.04691688156,,40584.04691688156,40584.04691688156
1492,2,¢,©,87.0,0.0,0.0,0.0,424427,22149.61399853682,,402277.38600146316,402277.38600146316
1493,2,§,§,63.0,1.0,1.0,1.0,1252,29408.45095442619,,28156.45095442619,28156.45095442619
